Order ID,Date and Time,Product ID,Customer ID,Category,Payment Method,Selling Price,Quantity
ORD1131,5/18/24 8:16,PROD69,CUST557,Home Appliances,Bank Transfer,1114.9,10
ORD1132,04-02-2024 20:00,PROD119,CUST339,Electronics,Bank Transfer,1820.46,1
ORD1133,10/18/24 16:06,PROD169,CUST857,Fashion,PayPal,1930.95,6
ORD1134,05-01-2024 11:30,PROD140,CUST524,Fashion,PayPal,1839.01,10
ORD1135,9/18/24 1:43,PROD24,CUST150,Home Appliances,Cash,475.25,10
ORD1136,8/24/24 19:30,PROD190,CUST133,Toys,Cash,1308.6,2
ORD1137,01-05-2024 20:17,PROD112,CUST398,Fashion,Debit Card,325.07,6
ORD1138,07-05-2024 20:03,PROD78,CUST892,Books,Bank Transfer,1670.01,5
ORD1139,5/27/24 4:14,PROD161,CUST524,Toys,Bank Transfer,1019.59,3
ORD1140,6/26/24 3:20,PROD68,CUST46,Home Appliances,PayPal,1212.12,7
ORD1141,08-08-2024 16:13,PROD142,CUST229,Books,PayPal,193.63,3
ORD1142,2/29/24 4:27,PROD193,CUST727,Fashion,Cash,294.73,10
ORD1143,09-10-2024 13:14,PROD29,CUST308,Toys,Bank Transfer,1413.97,4
ORD1144,10/24/24 14:35,PROD117,CUST232,Toys,Credit Card,1966.85,9
ORD1145,10-07-2024 12:26,PROD85,CUST141,Books,Credit Card,732.23,3
ORD1146,3/26/24 8:36,PROD101,CUST101,Toys,PayPal,268.57,7
ORD1147,10/14/24 22:23,PROD56,CUST595,Home Appliances,Cash,1890.73,2
ORD1148,02-11-2024 01:22,PROD74,CUST235,Fashion,Bank Transfer,945.52,9
ORD1149,9/22/24 12:30,PROD80,CUST177,Fashion,PayPal,368.21,3
ORD1150,11-10-2024 07:23,PROD98,CUST649,Books,Debit Card,109.69,4
ORD1151,01-01-2024 17:24,PROD62,CUST840,Toys,Credit Card,307.84,7
ORD1152,04-10-2024 14:39,PROD134,CUST783,Fashion,PayPal,530.86,4
ORD1153,06-11-2024 12:14,PROD183,CUST532,Electronics,Debit Card,917.95,3
ORD1154,9/25/24 13:13,PROD53,CUST318,Home Appliances,Bank Transfer,628.19,3
ORD1155,01-09-2024 10:55,PROD191,CUST480,Electronics,Credit Card,1331.03,4
ORD1156,04-02-2024 03:24,PROD12,CUST584,Electronics,Bank Transfer,913.31,9
ORD1157,4/24/24 3:06,PROD85,CUST965,Electronics,Cash,1564.28,10
ORD1158,03-10-2024 05:13,PROD95,CUST578,Books,Bank Transfer,1331.05,7
ORD1159,10-09-2024 11:53,PROD129,CUST416,Fashion,Cash,792.17,7
ORD1160,2/17/24 18:48,PROD129,CUST329,Electronics,Credit Card,996.52,3
ORD1161,05-08-2024 23:48,PROD129,CUST545,Fashion,Cash,201.92,10
ORD1162,7/24/24 0:00,PROD33,CUST853,Fashion,Credit Card,1859.6,8
ORD1163,4/29/24 1:50,PROD194,CUST288,Toys,Debit Card,918.91,2
ORD1164,1/22/24 0:58,PROD74,CUST505,Electronics,Bank Transfer,390.12,8
ORD1165,01-10-2024 00:42,PROD120,CUST214,Books,Bank Transfer,1674.06,7
ORD1166,05-05-2024 18:57,PROD113,CUST525,Books,PayPal,412.62,8
ORD1167,03-03-2024 16:53,PROD35,CUST610,Electronics,Cash,1788.6,10
ORD1168,08-10-2024 22:00,PROD31,CUST407,Home Appliances,Debit Card,752.54,2
ORD1169,3/22/24 4:12,PROD172,CUST798,Electronics,Bank Transfer,580.46,7
ORD1170,11-07-2024 11:17,PROD141,CUST97,Home Appliances,Debit Card,708.73,2
ORD1171,4/17/24 7:34,PROD152,CUST334,Books,Credit Card,1198.2,7
ORD1172,9/30/24 23:42,PROD140,CUST686,Toys,Bank Transfer,1300.8,5
ORD1173,7/17/24 15:28,PROD180,CUST35,Books,Credit Card,335.54,6
ORD1174,10-12-2024 04:16,PROD194,CUST441,Fashion,Bank Transfer,1203.56,4
ORD1175,09-03-2024 01:19,PROD172,CUST543,Home Appliances,Bank Transfer,756.77,7
ORD1176,09-08-2024 04:44,PROD78,CUST572,Electronics,Debit Card,308.15,5
ORD1177,05-02-2024 21:47,PROD76,CUST688,Fashion,Bank Transfer,129.46,1
ORD1178,03-01-2024 19:43,PROD136,CUST961,Books,Credit Card,560.51,5
ORD1179,2/13/24 19:07,PROD42,CUST380,Books,PayPal,513.02,2
ORD1180,1/29/24 11:04,PROD79,CUST935,Books,Debit Card,1432.6,2
ORD1181,3/24/24 3:56,PROD67,CUST660,Toys,Cash,29.72,1
ORD1182,11-02-2024 11:05,PROD198,CUST974,Home Appliances,Bank Transfer,321.54,6
ORD1183,1/29/24 3:19,PROD191,CUST81,Books,Cash,1310.18,3
ORD1184,10-02-2024 00:46,PROD42,CUST979,Electronics,Credit Card,812.88,8
ORD1185,06-02-2024 05:16,PROD82,CUST677,Books,Bank Transfer,1430.44,2
ORD1186,03-07-2024 05:55,PROD152,CUST77,Electronics,Debit Card,873.1,5
ORD1187,02-06-2024 14:17,PROD37,CUST581,Home Appliances,PayPal,1756.16,1
ORD1188,11-07-2024 20:47,PROD186,CUST800,Books,Debit Card,110.73,8
ORD1189,09-08-2024 06:44,PROD107,CUST333,Toys,PayPal,751.71,1
ORD1190,3/26/24 14:28,PROD110,CUST778,Fashion,Cash,1663.22,3
ORD1191,8/25/24 11:06,PROD23,CUST395,Electronics,Credit Card,1486.84,2
ORD1192,1/20/24 22:45,PROD51,CUST212,Home Appliances,Cash,1902.87,8
ORD1193,1/28/24 7:29,PROD106,CUST333,Electronics,PayPal,1799.55,5
ORD1194,8/27/24 20:17,PROD137,CUST586,Fashion,PayPal,1364.95,3
ORD1195,06-07-2024 08:28,PROD29,CUST737,Fashion,Bank Transfer,1118.46,6
ORD1196,1/14/24 7:06,PROD174,CUST179,Fashion,Cash,186.07,3
ORD1197,6/16/24 1:14,PROD65,CUST644,Toys,Bank Transfer,646.66,6
ORD1198,6/30/24 19:30,PROD115,CUST482,Fashion,Credit Card,905.95,2
ORD1199,1/20/24 4:18,PROD188,CUST784,Toys,Bank Transfer,24.96,5
ORD1200,2/17/24 19:24,PROD140,CUST120,Books,Debit Card,775.56,4
ORD1201,03-02-2024 02:18,PROD50,CUST306,Books,Cash,1893.51,5
ORD1202,4/17/24 10:04,PROD200,CUST220,Electronics,Cash,109,1
ORD1203,07-03-2024 12:20,PROD122,CUST617,Home Appliances,Bank Transfer,1684.81,2
ORD1204,10/27/24 13:55,PROD64,CUST370,Books,Credit Card,194.55,4
ORD1205,03-02-2024 22:43,PROD77,CUST84,Fashion,Credit Card,1350.34,3
ORD1206,3/14/24 1:33,PROD93,CUST905,Electronics,Debit Card,1656.17,1
ORD1207,06-01-2024 11:37,PROD27,CUST419,Electronics,Bank Transfer,981.55,9
ORD1208,3/27/24 3:27,PROD172,CUST299,Toys,Debit Card,192.06,3
ORD1209,08-09-2024 21:29,PROD60,CUST527,Toys,Debit Card,128.9,10
ORD1210,6/30/24 8:00,PROD23,CUST758,Books,Credit Card,986.1,6
ORD1211,8/28/24 23:12,PROD77,CUST472,Electronics,Credit Card,274.73,4
ORD1212,7/15/24 18:19,PROD161,CUST733,Books,Cash,1362.38,8
ORD1213,11-05-2024 11:17,PROD71,CUST441,Fashion,PayPal,1319.93,8
ORD1214,6/30/24 21:24,PROD198,CUST431,Toys,Credit Card,1989.98,6
ORD1215,5/27/24 1:47,PROD10,CUST191,Books,Bank Transfer,1812.94,5
ORD1216,07-02-2024 12:32,PROD154,CUST903,Toys,Cash,1140.14,10
ORD1217,10/18/24 0:58,PROD108,CUST104,Home Appliances,Credit Card,101.73,7
ORD1218,06-08-2024 01:12,PROD149,CUST748,Toys,Cash,418.95,5
ORD1219,7/30/24 17:23,PROD35,CUST944,Toys,Cash,716.97,5
ORD1220,4/18/24 14:51,PROD129,CUST635,Fashion,Debit Card,26.31,10
ORD1221,1/28/24 3:37,PROD70,CUST4,Toys,Credit Card,825.55,2
ORD1222,10/25/24 22:26,PROD179,CUST832,Toys,Debit Card,1371.13,6
ORD1223,5/30/24 22:33,PROD45,CUST189,Fashion,PayPal,906.45,6
ORD1224,7/23/24 23:31,PROD119,CUST427,Electronics,Cash,1663.65,1
ORD1225,06-01-2024 18:37,PROD63,CUST517,Toys,Bank Transfer,1800.31,3
ORD1226,05-11-2024 15:34,PROD28,CUST515,Fashion,Credit Card,1440.54,9
ORD1227,9/17/24 16:00,PROD51,CUST863,Toys,Credit Card,1983.37,7
ORD1228,05-04-2024 06:29,PROD6,CUST952,Books,Cash,71.68,6
ORD1229,5/13/24 0:14,PROD25,CUST875,Home Appliances,Credit Card,1689.86,2
ORD1230,7/26/24 21:51,PROD158,CUST903,Books,Credit Card,1985.11,6
ORD1231,8/29/24 21:47,PROD162,CUST806,Toys,Bank Transfer,129.25,9
ORD1232,08-03-2024 20:09,PROD185,CUST528,Home Appliances,PayPal,1610.73,2
ORD1233,08-11-2024 04:03,PROD193,CUST321,Home Appliances,PayPal,1160.98,10
ORD1234,08-08-2024 20:51,PROD34,CUST415,Home Appliances,Credit Card,1147.33,2
ORD1235,05-05-2024 01:19,PROD177,CUST84,Home Appliances,Cash,248.83,1
ORD1236,6/25/24 2:54,PROD137,CUST263,Electronics,Cash,1480.91,3
ORD1237,5/31/24 3:14,PROD33,CUST612,Electronics,PayPal,1651.17,3
ORD1238,10/25/24 11:42,PROD130,CUST764,Electronics,Cash,1669.92,1
ORD1239,05-12-2024 03:53,PROD108,CUST299,Electronics,Credit Card,1742.9,3
ORD1240,10/18/24 8:24,PROD69,CUST618,Fashion,Cash,636.61,1
ORD1241,1/24/24 17:21,PROD32,CUST953,Home Appliances,Cash,367.51,10
ORD1242,9/29/24 15:37,PROD174,CUST780,Electronics,Debit Card,539.21,8
ORD1243,2/20/24 11:06,PROD85,CUST738,Toys,PayPal,522.88,7
ORD1244,09-05-2024 02:48,PROD42,CUST758,Electronics,Credit Card,477.69,6
ORD1245,04-07-2024 17:40,PROD40,CUST197,Home Appliances,PayPal,886.55,7
ORD1246,11-12-2024 10:46,PROD168,CUST170,Electronics,Cash,511.91,3
ORD1247,6/20/24 3:28,PROD9,CUST514,Fashion,PayPal,949.89,8
ORD1248,9/19/24 4:36,PROD86,CUST169,Electronics,Bank Transfer,687.82,8
ORD1249,06-02-2024 03:44,PROD153,CUST933,Toys,Debit Card,234.47,9
ORD1250,06-12-2024 02:53,PROD15,CUST977,Home Appliances,Credit Card,827.54,2
ORD1251,10/25/24 7:26,PROD85,CUST977,Books,Bank Transfer,808.64,4
ORD1252,02-03-2024 07:44,PROD137,CUST292,Home Appliances,Credit Card,819.66,1
ORD1253,5/27/24 19:27,PROD133,CUST865,Books,PayPal,1459.11,1
ORD1254,05-01-2024 18:27,PROD78,CUST215,Electronics,Cash,381.42,9
ORD1255,4/13/24 4:31,PROD163,CUST508,Books,Cash,205.01,3
ORD1256,5/17/24 20:11,PROD86,CUST151,Fashion,Credit Card,460.57,2
ORD1257,3/16/24 17:51,PROD54,CUST695,Books,Debit Card,593.81,5
ORD1258,04-01-2024 15:44,PROD2,CUST128,Books,Cash,1887.89,7
ORD1259,4/19/24 9:33,PROD176,CUST516,Home Appliances,Cash,198.24,8
ORD1260,2/29/24 23:05,PROD180,CUST861,Home Appliances,Cash,1457.24,3
ORD1261,02-09-2024 08:28,PROD171,CUST75,Electronics,Bank Transfer,419.64,5
ORD1262,1/16/24 15:24,PROD117,CUST534,Books,Credit Card,90.33,9
ORD1263,3/18/24 19:00,PROD153,CUST29,Electronics,Credit Card,1167.49,1
ORD1264,6/15/24 19:22,PROD110,CUST802,Electronics,Cash,58.24,6
ORD1265,9/19/24 8:03,PROD50,CUST586,Toys,Debit Card,590.47,9
ORD1266,01-01-2024 02:33,PROD77,CUST589,Toys,Credit Card,124.22,7
ORD1267,03-02-2024 05:38,PROD200,CUST326,Fashion,Cash,547.03,9
ORD1268,7/25/24 5:48,PROD75,CUST667,Books,PayPal,1423.48,10
ORD1269,05-09-2024 06:14,PROD83,CUST201,Fashion,Bank Transfer,291.79,8
ORD1270,6/22/24 16:05,PROD36,CUST929,Books,Debit Card,1409.32,9
ORD1271,6/24/24 20:15,PROD17,CUST701,Books,Bank Transfer,459.86,2
ORD1272,06-09-2024 17:23,PROD106,CUST320,Books,Debit Card,1856.16,4
ORD1273,7/26/24 2:35,PROD58,CUST68,Toys,Debit Card,1165.97,4
ORD1274,11-08-2024 22:36,PROD96,CUST776,Toys,Credit Card,178.11,2
ORD1275,3/25/24 2:21,PROD11,CUST508,Home Appliances,PayPal,574,3
ORD1276,1/28/24 2:15,PROD172,CUST505,Books,Cash,1335.8,5
ORD1277,01-10-2024 06:04,PROD80,CUST63,Books,Cash,630.94,9
ORD1278,6/28/24 19:12,PROD148,CUST151,Toys,PayPal,720.9,2
ORD1279,11-01-2024 11:14,PROD97,CUST155,Toys,Credit Card,1289.83,4
ORD1280,3/13/24 9:02,PROD13,CUST808,Electronics,Debit Card,1148,3
ORD1281,06-04-2024 19:23,PROD157,CUST525,Electronics,Bank Transfer,1373.21,8
ORD1282,1/23/24 18:53,PROD154,CUST754,Fashion,Debit Card,284.48,8
ORD1283,8/23/24 23:49,PROD178,CUST225,Electronics,Debit Card,685.46,3
ORD1284,1/14/24 0:01,PROD96,CUST479,Books,Credit Card,1288.95,6
ORD1285,3/21/24 11:03,PROD185,CUST952,Electronics,Credit Card,1412.98,6
ORD1286,9/26/24 3:28,PROD44,CUST656,Electronics,Cash,1445.34,7
ORD1287,8/25/24 10:22,PROD135,CUST301,Toys,Bank Transfer,580.17,10
ORD1288,02-12-2024 19:27,PROD162,CUST672,Toys,PayPal,916.37,10
ORD1289,10-06-2024 09:30,PROD6,CUST1000,Home Appliances,Cash,974.5,9
ORD1290,08-04-2024 12:48,PROD124,CUST593,Home Appliances,Credit Card,1854.24,9
ORD1291,02-11-2024 21:45,PROD1,CUST369,Home Appliances,Credit Card,1559.88,3
ORD1292,4/22/24 21:00,PROD95,CUST59,Toys,PayPal,529.91,10
ORD1293,4/16/24 22:21,PROD122,CUST926,Electronics,Debit Card,1725.33,5
ORD1294,3/15/24 18:20,PROD54,CUST446,Electronics,Debit Card,1499.12,8
ORD1295,2/16/24 4:02,PROD111,CUST915,Books,PayPal,670.77,3
ORD1296,10-11-2024 03:43,PROD70,CUST660,Toys,Cash,165.6,2
ORD1297,10/23/24 4:52,PROD4,CUST962,Electronics,PayPal,554.18,7
ORD1298,2/23/24 6:52,PROD152,CUST864,Toys,Cash,1035.4,2
ORD1299,05-10-2024 10:30,PROD25,CUST290,Books,PayPal,1334.03,3
ORD1300,01-10-2024 07:39,PROD78,CUST510,Books,Credit Card,1660.59,8
ORD1301,1/21/24 16:11,PROD131,CUST847,Toys,Debit Card,484.88,1
ORD1302,01-01-2024 17:53,PROD134,CUST876,Fashion,Debit Card,675.01,7
ORD1303,1/20/24 15:26,PROD1,CUST620,Books,Credit Card,1747.79,6
ORD1304,07-06-2024 04:54,PROD65,CUST494,Toys,Debit Card,1240.46,3
ORD1305,6/13/24 20:28,PROD118,CUST403,Electronics,Cash,298.27,5
ORD1306,7/16/24 5:48,PROD153,CUST819,Books,Bank Transfer,191.16,7
ORD1307,10/29/24 14:03,PROD68,CUST310,Toys,PayPal,984.71,7
ORD1308,8/18/24 9:49,PROD113,CUST233,Electronics,Cash,1031.18,4
ORD1309,2/20/24 0:54,PROD96,CUST667,Books,PayPal,1353.22,10
ORD1310,6/26/24 10:35,PROD187,CUST524,Books,Bank Transfer,709.37,7
ORD1311,2/28/24 21:49,PROD155,CUST619,Home Appliances,PayPal,1286.17,7
ORD1312,5/22/24 20:52,PROD50,CUST862,Toys,Debit Card,1191.31,8
ORD1313,2/22/24 0:29,PROD188,CUST153,Fashion,Debit Card,1210.79,9
ORD1314,03-09-2024 08:56,PROD159,CUST425,Toys,PayPal,1016.17,9
ORD1315,3/31/24 4:15,PROD40,CUST295,Toys,Cash,1349.95,4
ORD1316,6/30/24 3:51,PROD49,CUST419,Home Appliances,Credit Card,1836.25,9
ORD1317,11-08-2024 13:52,PROD166,CUST234,Fashion,Cash,281.56,3
ORD1318,3/16/24 2:48,PROD195,CUST206,Electronics,Debit Card,963.57,6
ORD1319,08-08-2024 03:03,PROD108,CUST645,Electronics,Debit Card,1548.42,4
ORD1320,04-03-2024 05:25,PROD174,CUST571,Toys,Credit Card,798.05,10
ORD1321,9/25/24 17:18,PROD100,CUST829,Electronics,Credit Card,1767.09,1
ORD1322,10/14/24 18:37,PROD85,CUST389,Home Appliances,Credit Card,357.49,1
ORD1323,04-04-2024 19:46,PROD199,CUST317,Home Appliances,Bank Transfer,766.98,9
ORD1324,10/30/24 20:26,PROD93,CUST649,Electronics,Cash,1835.03,9
ORD1325,7/16/24 17:48,PROD54,CUST42,Books,Credit Card,67.17,5
ORD1326,04-10-2024 16:15,PROD6,CUST159,Electronics,Credit Card,176.41,1
ORD1327,6/20/24 21:48,PROD117,CUST117,Toys,Cash,983.67,6
ORD1328,6/25/24 1:22,PROD102,CUST584,Home Appliances,Cash,450.48,2
ORD1329,10/19/24 11:17,PROD29,CUST521,Home Appliances,PayPal,947.02,9
ORD1330,10/28/24 1:38,PROD115,CUST140,Home Appliances,Debit Card,1940.79,9
ORD1331,4/13/24 14:51,PROD57,CUST646,Home Appliances,Cash,909.7,7
ORD1332,4/17/24 18:16,PROD61,CUST364,Electronics,Debit Card,1828.11,9
ORD1333,7/24/24 12:40,PROD71,CUST793,Books,Credit Card,1638.33,4
ORD1334,03-05-2024 11:16,PROD105,CUST100,Fashion,Bank Transfer,917.1,1
ORD1335,03-05-2024 02:18,PROD60,CUST384,Toys,Debit Card,1571.8,4
ORD1336,7/24/24 22:13,PROD6,CUST873,Fashion,Debit Card,617.42,1
ORD1337,8/23/24 20:38,PROD151,CUST753,Fashion,Cash,598.4,4
ORD1338,5/23/24 8:51,PROD150,CUST823,Home Appliances,Debit Card,33.17,4
ORD1339,05-06-2024 09:07,PROD35,CUST776,Fashion,Credit Card,1815.78,4
ORD1340,06-07-2024 09:00,PROD142,CUST271,Books,Debit Card,1643.15,5
ORD1341,10/14/24 17:54,PROD145,CUST872,Home Appliances,Debit Card,1281.64,10
ORD1342,9/18/24 19:34,PROD187,CUST520,Electronics,PayPal,864.41,10
ORD1343,4/24/24 9:17,PROD132,CUST844,Fashion,Bank Transfer,1517.79,8
ORD1344,08-05-2024 13:49,PROD186,CUST756,Home Appliances,Debit Card,1765.16,5
ORD1345,10/26/24 4:53,PROD158,CUST526,Home Appliances,Cash,735.92,8
ORD1346,2/16/24 4:43,PROD61,CUST212,Toys,Bank Transfer,433.19,5
ORD1347,1/27/24 6:28,PROD116,CUST165,Fashion,Debit Card,981.18,2
ORD1348,07-02-2024 00:30,PROD148,CUST57,Toys,Credit Card,1068.03,4
ORD1349,4/26/24 9:17,PROD117,CUST671,Books,PayPal,1136,8
ORD1350,5/29/24 7:51,PROD113,CUST511,Electronics,Bank Transfer,559.07,5
ORD1351,06-10-2024 13:23,PROD115,CUST203,Electronics,Debit Card,1089.66,9
ORD1352,7/21/24 13:13,PROD157,CUST102,Electronics,Debit Card,1913.15,3
ORD1353,03-04-2024 06:15,PROD13,CUST984,Electronics,Debit Card,522.69,6
ORD1354,7/29/24 9:35,PROD71,CUST968,Fashion,Bank Transfer,1474.54,3
ORD1355,7/16/24 7:58,PROD151,CUST97,Fashion,Credit Card,1973.8,4
ORD1356,06-07-2024 11:51,PROD5,CUST400,Books,Bank Transfer,1073.04,10
ORD1357,1/24/24 2:50,PROD28,CUST217,Books,Debit Card,1628.98,7
ORD1358,05-08-2024 01:31,PROD128,CUST13,Books,Cash,1926.09,3
ORD1359,10/14/24 20:55,PROD3,CUST725,Home Appliances,Credit Card,446.38,8
ORD1360,07-01-2024 10:54,PROD178,CUST523,Fashion,Cash,1690.65,6
ORD1361,05-06-2024 22:50,PROD100,CUST235,Fashion,Bank Transfer,331.61,2
ORD1362,02-03-2024 16:49,PROD89,CUST65,Books,Cash,648.06,9
ORD1363,3/19/24 19:00,PROD116,CUST521,Books,Bank Transfer,1535.94,10
ORD1364,11-02-2024 17:51,PROD48,CUST461,Toys,Bank Transfer,1317.13,1
ORD1365,03-02-2024 09:08,PROD6,CUST767,Toys,Bank Transfer,766.41,2
ORD1366,7/18/24 12:57,PROD191,CUST571,Books,Debit Card,1048.49,3
ORD1367,01-12-2024 10:12,PROD116,CUST678,Home Appliances,PayPal,637.98,4
ORD1368,04-03-2024 06:50,PROD117,CUST98,Fashion,Cash,868.23,2
ORD1369,02-03-2024 19:02,PROD200,CUST43,Books,Debit Card,805.13,9
ORD1370,5/27/24 11:30,PROD42,CUST915,Home Appliances,PayPal,199.28,9
ORD1371,02-01-2024 03:50,PROD139,CUST136,Fashion,Bank Transfer,68.63,10
ORD1372,4/15/24 5:29,PROD89,CUST840,Books,Cash,1486.62,5
ORD1373,8/24/24 12:23,PROD101,CUST727,Books,Bank Transfer,66.76,2
ORD1374,01-07-2024 08:42,PROD124,CUST978,Books,Bank Transfer,1654.89,5
ORD1375,3/29/24 11:50,PROD32,CUST136,Books,Cash,339.6,6
ORD1376,10/18/24 20:46,PROD109,CUST370,Books,Cash,1773.72,4
ORD1377,3/25/24 2:28,PROD150,CUST538,Fashion,Credit Card,1393.99,8
ORD1378,4/25/24 9:37,PROD43,CUST64,Books,PayPal,573.29,2
ORD1379,1/31/24 23:47,PROD40,CUST460,Home Appliances,Debit Card,218.93,1
ORD1380,10-03-2024 06:43,PROD110,CUST78,Electronics,Cash,951.97,8
ORD1381,06-09-2024 00:26,PROD4,CUST50,Fashion,Bank Transfer,1316.07,10
ORD1382,04-07-2024 22:03,PROD33,CUST255,Fashion,Bank Transfer,1055.16,2
ORD1383,04-05-2024 07:03,PROD76,CUST32,Home Appliances,Bank Transfer,1430.85,9
ORD1384,7/29/24 22:27,PROD150,CUST151,Toys,Cash,1093.6,9
ORD1385,10/14/24 15:31,PROD152,CUST272,Home Appliances,Bank Transfer,1450.42,7
ORD1386,8/24/24 10:32,PROD130,CUST395,Fashion,Debit Card,1626.99,10
ORD1387,07-04-2024 00:11,PROD180,CUST202,Books,Cash,753.13,3
ORD1388,03-03-2024 21:35,PROD117,CUST536,Fashion,Credit Card,376.03,3
ORD1389,1/21/24 7:31,PROD119,CUST487,Toys,Bank Transfer,1599.1,3
ORD1390,01-10-2024 20:05,PROD3,CUST17,Fashion,PayPal,1727.95,6
ORD1391,9/23/24 16:07,PROD21,CUST575,Toys,PayPal,591.08,9
ORD1392,3/26/24 5:39,PROD135,CUST858,Toys,PayPal,263.93,7
ORD1393,08-04-2024 08:17,PROD75,CUST376,Books,Credit Card,847.13,8
ORD1394,11-08-2024 05:01,PROD24,CUST741,Electronics,Bank Transfer,1234.38,6
ORD1395,8/17/24 8:33,PROD5,CUST482,Toys,Debit Card,707.3,10
ORD1396,10/23/24 10:20,PROD6,CUST276,Books,Credit Card,861.05,3
ORD1397,04-08-2024 13:52,PROD53,CUST306,Books,Debit Card,1507.39,7
ORD1398,7/16/24 23:13,PROD33,CUST15,Toys,PayPal,1288.96,9
ORD1399,9/16/24 8:47,PROD69,CUST261,Fashion,Credit Card,669.9,10
ORD1400,09-03-2024 10:54,PROD132,CUST429,Electronics,Credit Card,1585.09,8
ORD1401,7/25/24 20:55,PROD194,CUST230,Fashion,PayPal,1383.15,7
ORD1402,2/14/24 2:29,PROD20,CUST497,Toys,Debit Card,1738.1,8
ORD1403,08-07-2024 20:08,PROD79,CUST423,Toys,Bank Transfer,1432.97,3
ORD1404,05-10-2024 02:40,PROD30,CUST124,Electronics,Credit Card,342.07,4
ORD1405,1/24/24 13:41,PROD34,CUST442,Toys,Cash,174.12,8
ORD1406,01-12-2024 01:00,PROD190,CUST235,Electronics,Credit Card,85.42,6
ORD1407,10/15/24 23:31,PROD32,CUST402,Electronics,Debit Card,898.14,1
ORD1408,9/24/24 23:48,PROD181,CUST907,Home Appliances,Credit Card,1738.13,8
ORD1409,5/30/24 7:02,PROD132,CUST173,Electronics,Credit Card,371.71,7
ORD1410,1/28/24 20:21,PROD155,CUST939,Toys,Bank Transfer,385.59,10
ORD1411,09-03-2024 06:34,PROD12,CUST620,Fashion,Debit Card,1073.61,10
ORD1412,7/29/24 15:25,PROD127,CUST333,Electronics,Credit Card,117.09,4
ORD1413,10-11-2024 10:17,PROD122,CUST639,Home Appliances,Credit Card,1561.13,3
ORD1414,9/25/24 3:29,PROD110,CUST885,Fashion,Cash,390.31,10
ORD1415,05-10-2024 12:42,PROD155,CUST706,Toys,PayPal,1176.24,7
ORD1416,9/17/24 13:59,PROD143,CUST535,Books,Debit Card,406.2,1
ORD1417,11/14/24 10:54,PROD20,CUST430,Home Appliances,PayPal,1885.34,9
ORD1418,02-08-2024 20:36,PROD46,CUST718,Toys,Bank Transfer,1378.74,2
ORD1419,1/19/24 11:13,PROD149,CUST448,Home Appliances,Bank Transfer,97.72,4
ORD1420,11-03-2024 09:06,PROD81,CUST671,Electronics,PayPal,1494.59,8
ORD1421,07-12-2024 12:28,PROD172,CUST499,Home Appliances,Bank Transfer,312.74,5
ORD1422,02-01-2024 23:22,PROD31,CUST400,Fashion,Debit Card,1971.58,8
ORD1423,03-05-2024 07:43,PROD134,CUST549,Toys,PayPal,1266.18,9
ORD1424,7/14/24 7:55,PROD128,CUST114,Books,Cash,328.29,3
ORD1425,9/19/24 14:44,PROD173,CUST292,Fashion,Bank Transfer,1250.44,10
ORD1426,10-12-2024 14:00,PROD133,CUST956,Fashion,Debit Card,1932.6,8
ORD1427,6/23/24 18:52,PROD41,CUST718,Toys,PayPal,751.65,3
ORD1428,03-01-2024 14:23,PROD3,CUST4,Electronics,Credit Card,103.37,7
ORD1429,06-06-2024 16:50,PROD192,CUST524,Home Appliances,Debit Card,1343.5,2
ORD1430,5/22/24 12:18,PROD114,CUST80,Fashion,Credit Card,1352.33,4
ORD1431,4/15/24 14:20,PROD110,CUST30,Home Appliances,Debit Card,983.95,8
ORD1432,4/25/24 2:30,PROD173,CUST77,Home Appliances,PayPal,561.83,5
ORD1433,10/18/24 19:13,PROD190,CUST558,Electronics,Debit Card,80.16,9
ORD1434,3/28/24 19:51,PROD70,CUST120,Electronics,Debit Card,1208.58,7
ORD1435,7/26/24 15:45,PROD157,CUST210,Toys,Cash,1755.81,7
ORD1436,02-07-2024 15:35,PROD46,CUST306,Home Appliances,Debit Card,1909.41,5
ORD1437,4/29/24 11:42,PROD16,CUST981,Toys,PayPal,786.29,4
ORD1438,11-09-2024 19:09,PROD146,CUST456,Fashion,Cash,118.65,5
ORD1439,10/22/24 16:02,PROD40,CUST302,Toys,Bank Transfer,847.81,4
ORD1440,07-02-2024 16:48,PROD179,CUST828,Fashion,Cash,802.73,9
ORD1441,06-01-2024 19:46,PROD37,CUST822,Fashion,Credit Card,1119.54,10
ORD1442,1/24/24 18:03,PROD39,CUST981,Books,PayPal,54.38,6
ORD1443,3/16/24 6:36,PROD156,CUST188,Electronics,PayPal,1080.46,6
ORD1444,5/25/24 21:15,PROD78,CUST142,Books,PayPal,134.36,3
ORD1445,11-02-2024 13:02,PROD178,CUST74,Toys,Credit Card,73.06,10
ORD1446,8/26/24 7:06,PROD173,CUST293,Electronics,Credit Card,1490.05,4
ORD1447,10/27/24 9:43,PROD92,CUST913,Fashion,Cash,1173.08,8
ORD1448,1/28/24 20:21,PROD54,CUST6,Home Appliances,Credit Card,1224.56,6
ORD1449,08-11-2024 04:17,PROD46,CUST635,Fashion,PayPal,1233.66,4
ORD1450,7/23/24 3:09,PROD159,CUST474,Fashion,PayPal,1830.94,4
ORD1451,4/28/24 16:41,PROD77,CUST195,Fashion,Credit Card,597.85,8
